"","Period","Subject","MyPartner","Agent","Theta","Applet","Inv","Disclose","ProbType","ProbBarrel","Outcome","Retain","myRetention","Session","tmt","SPSubj","SPPart","Treatment"
"253",10,19,2,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-10-19","3-10-2",0
"254",10,20,3,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-10-20","3-10-3",0
"255",10,21,5,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-10-21","3-10-5",0
"256",10,22,12,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-10-22","3-10-12",0
"257",10,23,11,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-10-23","3-10-11",0
"258",10,24,7,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-10-24","3-10-7",0
"259",10,25,9,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-10-25","3-10-9",0
"260",10,26,4,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-10-26","3-10-4",0
"261",11,1,14,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-11-1","3-11-14",0
"262",11,2,15,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-11-2","3-11-15",0
"263",11,3,19,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-11-3","3-11-19",0
"264",11,4,21,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-11-4","3-11-21",0
"265",11,5,26,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-11-5","3-11-26",0
"266",11,6,23,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-11-6","3-11-23",0
"267",11,7,16,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-11-7","3-11-16",0
"268",11,8,20,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-11-8","3-11-20",0
"269",11,9,25,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-11-9","3-11-25",0
"270",11,10,24,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-11-10","3-11-24",0
"271",11,11,18,1,1,1,NA,0,0,0,NA,NA,0,"3","Decision","3-11-11","3-11-18",0
"272",11,12,17,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-11-12","3-11-17",0
"273",11,13,22,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-11-13","3-11-22",0
"274",11,14,1,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-11-14","3-11-1",0
"275",11,15,2,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-11-15","3-11-2",0
"276",11,16,7,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-11-16","3-11-7",0
"277",11,17,12,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-11-17","3-11-12",0
"278",11,18,11,0,NA,NA,1,NA,0.4,0.4,3,0,0,"3","Decision","3-11-18","3-11-11",0
"279",11,19,3,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-11-19","3-11-3",0
"280",11,20,8,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-11-20","3-11-8",0
"281",11,21,4,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-11-21","3-11-4",0
"282",11,22,13,0,NA,NA,1,NA,0.4,0.4,3,1,0,"3","Decision","3-11-22","3-11-13",0
"283",11,23,6,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-11-23","3-11-6",0
"284",11,24,10,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-11-24","3-11-10",0
"285",11,25,9,0,NA,NA,0,NA,0.2,0.3,1,0,0,"3","Decision","3-11-25","3-11-9",0
"286",11,26,5,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-11-26","3-11-5",0
"287",12,1,17,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-12-1","3-12-17",0
"288",12,2,16,0,NA,NA,0,NA,0.1,0.2,2,1,0,"3","Decision","3-12-2","3-12-16",0
"289",12,3,15,0,NA,NA,0,NA,0.2,0.3,2,1,0,"3","Decision","3-12-3","3-12-15",0
"290",12,4,22,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-12-4","3-12-22",0
"291",12,5,14,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-12-5","3-12-14",0
"292",12,6,26,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-12-6","3-12-26",0
"293",12,7,20,0,NA,NA,1,NA,0.4,0.4,1,1,0,"3","Decision","3-12-7","3-12-20",0
"294",12,8,23,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-12-8","3-12-23",0
"295",12,9,18,0,NA,NA,0,NA,0.2,0.3,1,1,0,"3","Decision","3-12-9","3-12-18",0
"296",12,10,19,0,NA,NA,1,NA,0.4,0.4,1,1,0,"3","Decision","3-12-10","3-12-19",0
"297",12,11,24,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-12-11","3-12-24",0
"298",12,12,25,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-12-12","3-12-25",0
"299",12,13,21,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-12-13","3-12-21",0
"300",12,14,5,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-12-14","3-12-5",0
"301",12,15,3,1,1,0,NA,1,0,0,NA,NA,1,"3","Decision","3-12-15","3-12-3",0
"302",12,16,2,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-12-16","3-12-2",0
"303",12,17,1,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-12-17","3-12-1",0
"304",12,18,9,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-12-18","3-12-9",0
"305",12,19,10,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-12-19","3-12-10",0
"306",12,20,7,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-12-20","3-12-7",0
"307",12,21,13,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-12-21","3-12-13",0
"308",12,22,4,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-12-22","3-12-4",0
"309",12,23,8,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-12-23","3-12-8",0
"310",12,24,11,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-12-24","3-12-11",0
"311",12,25,12,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-12-25","3-12-12",0
"312",12,26,6,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-12-26","3-12-6",0
"313",13,1,15,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-13-1","3-13-15",0
"314",13,2,26,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-13-2","3-13-26",0
"315",13,3,22,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-13-3","3-13-22",0
"316",13,4,14,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-13-4","3-13-14",0
"317",13,5,17,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-13-5","3-13-17",0
"318",13,6,20,1,1,0,NA,1,0,0,NA,NA,1,"3","Decision","3-13-6","3-13-20",0
"319",13,7,19,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-13-7","3-13-19",0
"320",13,8,18,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-13-8","3-13-18",0
"321",13,9,23,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-13-9","3-13-23",0
"322",13,10,24,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-13-10","3-13-24",0
"323",13,11,25,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-13-11","3-13-25",0
"324",13,12,21,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-13-12","3-13-21",0
"325",13,13,16,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-13-13","3-13-16",0
"326",13,14,4,0,NA,NA,1,NA,0.8,0.2,2,0,0,"3","Decision","3-13-14","3-13-4",0
"327",13,15,1,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-13-15","3-13-1",0
"328",13,16,13,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-13-16","3-13-13",0
"329",13,17,5,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-13-17","3-13-5",0
"330",13,18,8,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-13-18","3-13-8",0
"331",13,19,7,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-13-19","3-13-7",0
"332",13,20,6,0,NA,NA,0,NA,0.2,0.3,2,1,0,"3","Decision","3-13-20","3-13-6",0
"333",13,21,12,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-13-21","3-13-12",0
"334",13,22,3,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-13-22","3-13-3",0
"335",13,23,9,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-13-23","3-13-9",0
"336",13,24,10,0,NA,NA,1,NA,0.4,0.4,3,1,0,"3","Decision","3-13-24","3-13-10",0
"337",13,25,11,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-13-25","3-13-11",0
"338",13,26,2,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-13-26","3-13-2",0
"339",14,1,20,0,NA,NA,0,NA,0.2,0.3,1,0,0,"3","Decision","3-14-1","3-14-20",0
"340",14,2,17,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-14-2","3-14-17",0
"341",14,3,25,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-14-3","3-14-25",0
"342",14,4,22,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-14-4","3-14-22",0
"343",14,5,14,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-14-5","3-14-14",0
"344",14,6,19,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-14-6","3-14-19",0
"345",14,7,15,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-14-7","3-14-15",0
"346",14,8,26,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-14-8","3-14-26",0
"347",14,9,18,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-14-9","3-14-18",0
"348",14,10,24,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-14-10","3-14-24",0
"349",14,11,16,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-14-11","3-14-16",0
"350",14,12,21,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-14-12","3-14-21",0
"351",14,13,23,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-14-13","3-14-23",0
"352",14,14,5,1,1,0,NA,0,0,0,NA,NA,0,"3","Decision","3-14-14","3-14-5",0
"353",14,15,7,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-14-15","3-14-7",0
"354",14,16,11,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-14-16","3-14-11",0
"355",14,17,2,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-14-17","3-14-2",0
"356",14,18,9,1,1,0,NA,0,0,0,NA,NA,0,"3","Decision","3-14-18","3-14-9",0
"357",14,19,6,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-14-19","3-14-6",0
"358",14,20,1,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-14-20","3-14-1",0
"359",14,21,12,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-14-21","3-14-12",0
"360",14,22,4,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-14-22","3-14-4",0
"361",14,23,13,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-14-23","3-14-13",0
"362",14,24,10,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-14-24","3-14-10",0
"363",14,25,3,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-14-25","3-14-3",0
"364",14,26,8,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-14-26","3-14-8",0
"365",15,1,17,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-15-1","3-15-17",0
"366",15,2,15,1,1,0,NA,1,0,0,NA,NA,1,"3","Decision","3-15-2","3-15-15",0
"367",15,3,26,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-15-3","3-15-26",0
"368",15,4,16,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-15-4","3-15-16",0
"369",15,5,14,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-15-5","3-15-14",0
"370",15,6,19,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-15-6","3-15-19",0
"371",15,7,24,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-15-7","3-15-24",0
"372",15,8,22,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-15-8","3-15-22",0
"373",15,9,21,1,0,1,NA,1,0,0,NA,NA,1,"3","Decision","3-15-9","3-15-21",0
"374",15,10,18,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-15-10","3-15-18",0
"375",15,11,25,1,0,0,NA,1,0,0,NA,NA,1,"3","Decision","3-15-11","3-15-25",0
"376",15,12,20,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-15-12","3-15-20",0
"377",15,13,23,1,1,0,NA,0,0,0,NA,NA,0,"3","Decision","3-15-13","3-15-23",0
"378",15,14,5,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-15-14","3-15-5",0
"379",15,15,2,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-15-15","3-15-2",0
"380",15,16,4,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-15-16","3-15-4",0
"381",15,17,1,0,NA,NA,0,NA,0.1,0.2,2,1,0,"3","Decision","3-15-17","3-15-1",0
"382",15,18,10,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-15-18","3-15-10",0
"383",15,19,6,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-15-19","3-15-6",0
"384",15,20,12,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-15-20","3-15-12",0
"385",15,21,9,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-15-21","3-15-9",0
"386",15,22,8,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-15-22","3-15-8",0
"387",15,23,13,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-15-23","3-15-13",0
"388",15,24,7,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-15-24","3-15-7",0
"389",15,25,11,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-15-25","3-15-11",0
"390",15,26,3,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-15-26","3-15-3",0
"391",16,1,17,0,NA,NA,0,NA,0.2,0.3,2,0,0,"3","Decision","3-16-1","3-16-17",0
"392",16,2,22,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-16-2","3-16-22",0
"393",16,3,24,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-16-3","3-16-24",0
"394",16,4,25,0,NA,NA,1,NA,0.4,0.4,1,1,0,"3","Decision","3-16-4","3-16-25",0
"395",16,5,16,0,NA,NA,1,NA,0.4,0.4,1,1,0,"3","Decision","3-16-5","3-16-16",0
"396",16,6,21,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-16-6","3-16-21",0
"397",16,7,26,0,NA,NA,0,NA,0.2,0.3,1,0,0,"3","Decision","3-16-7","3-16-26",0
"398",16,8,20,0,NA,NA,1,NA,0.4,0.4,3,1,0,"3","Decision","3-16-8","3-16-20",0
"399",16,9,23,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-16-9","3-16-23",0
"400",16,10,18,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-16-10","3-16-18",0
"401",16,11,15,0,NA,NA,0,NA,0.1,0.2,1,1,0,"3","Decision","3-16-11","3-16-15",0
"402",16,12,14,0,NA,NA,0,NA,0.1,0.2,2,0,0,"3","Decision","3-16-12","3-16-14",0
"403",16,13,19,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-16-13","3-16-19",0
"404",16,14,12,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-16-14","3-16-12",0
"405",16,15,11,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-16-15","3-16-11",0
"406",16,16,5,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-16-16","3-16-5",0
"407",16,17,1,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-16-17","3-16-1",0
"408",16,18,10,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-16-18","3-16-10",0
"409",16,19,13,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-16-19","3-16-13",0
"410",16,20,8,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-16-20","3-16-8",0
"411",16,21,6,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-16-21","3-16-6",0
"412",16,22,2,1,1,0,NA,1,0,0,NA,NA,1,"3","Decision","3-16-22","3-16-2",0
"413",16,23,9,1,0,0,NA,1,0,0,NA,NA,1,"3","Decision","3-16-23","3-16-9",0
"414",16,24,3,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-16-24","3-16-3",0
"415",16,25,4,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-16-25","3-16-4",0
"416",16,26,7,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-16-26","3-16-7",0
"417",17,1,16,1,1,0,NA,0,0,0,NA,NA,0,"3","Decision","3-17-1","3-17-16",0
"418",17,2,26,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-17-2","3-17-26",0
"419",17,3,19,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-17-3","3-17-19",0
"420",17,4,22,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-17-4","3-17-22",0
"421",17,5,15,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-17-5","3-17-15",0
"422",17,6,17,1,1,1,NA,1,0,0,NA,NA,0,"3","Decision","3-17-6","3-17-17",0
"423",17,7,20,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-17-7","3-17-20",0
"424",17,8,18,1,0,0,NA,1,0,0,NA,NA,1,"3","Decision","3-17-8","3-17-18",0
"425",17,9,14,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-17-9","3-17-14",0
"426",17,10,25,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-17-10","3-17-25",0
"427",17,11,21,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-17-11","3-17-21",0
"428",17,12,23,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-17-12","3-17-23",0
"429",17,13,24,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-17-13","3-17-24",0
"430",17,14,9,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-17-14","3-17-9",0
"431",17,15,5,0,NA,NA,1,NA,0.4,0.4,1,1,0,"3","Decision","3-17-15","3-17-5",0
"432",17,16,1,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-17-16","3-17-1",0
"433",17,17,6,0,NA,NA,0,NA,0.2,0.3,3,0,0,"3","Decision","3-17-17","3-17-6",0
"434",17,18,8,0,NA,NA,1,NA,0.8,0.2,2,1,0,"3","Decision","3-17-18","3-17-8",0
"435",17,19,3,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-17-19","3-17-3",0
"436",17,20,7,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-17-20","3-17-7",0
"437",17,21,11,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-17-21","3-17-11",0
"438",17,22,4,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-17-22","3-17-4",0
"439",17,23,12,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-17-23","3-17-12",0
"440",17,24,13,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-17-24","3-17-13",0
"441",17,25,10,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-17-25","3-17-10",0
"442",17,26,2,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-17-26","3-17-2",0
"443",18,1,24,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-18-1","3-18-24",0
"444",18,2,15,0,NA,NA,0,NA,0.2,0.3,2,1,0,"3","Decision","3-18-2","3-18-15",0
"445",18,3,25,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-18-3","3-18-25",0
"446",18,4,17,0,NA,NA,1,NA,0.4,0.4,3,1,0,"3","Decision","3-18-4","3-18-17",0
"447",18,5,22,0,NA,NA,1,NA,0.4,0.4,2,1,0,"3","Decision","3-18-5","3-18-22",0
"448",18,6,18,0,NA,NA,1,NA,0.4,0.4,3,1,0,"3","Decision","3-18-6","3-18-18",0
"449",18,7,14,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-18-7","3-18-14",0
"450",18,8,19,0,NA,NA,1,NA,0.8,0.2,2,1,0,"3","Decision","3-18-8","3-18-19",0
"451",18,9,20,0,NA,NA,1,NA,0.4,0.4,3,1,0,"3","Decision","3-18-9","3-18-20",0
"452",18,10,23,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-18-10","3-18-23",0
"453",18,11,21,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-18-11","3-18-21",0
"454",18,12,26,0,NA,NA,0,NA,0.2,0.3,2,0,0,"3","Decision","3-18-12","3-18-26",0
"455",18,13,16,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-18-13","3-18-16",0
"456",18,14,7,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-18-14","3-18-7",0
"457",18,15,2,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-18-15","3-18-2",0
"458",18,16,13,1,0,0,NA,1,0,0,NA,NA,1,"3","Decision","3-18-16","3-18-13",0
"459",18,17,4,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-18-17","3-18-4",0
"460",18,18,6,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-18-18","3-18-6",0
"461",18,19,8,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-18-19","3-18-8",0
"462",18,20,9,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-18-20","3-18-9",0
"463",18,21,11,1,1,0,NA,1,0,0,NA,NA,1,"3","Decision","3-18-21","3-18-11",0
"464",18,22,5,1,1,0,NA,0,0,0,NA,NA,1,"3","Decision","3-18-22","3-18-5",0
"465",18,23,10,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-18-23","3-18-10",0
"466",18,24,1,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-18-24","3-18-1",0
"467",18,25,3,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-18-25","3-18-3",0
"468",18,26,12,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-18-26","3-18-12",0
"469",19,1,23,1,0,0,NA,0,0,0,NA,NA,0,"3","Decision","3-19-1","3-19-23",0
"470",19,2,21,1,1,0,NA,0,0,0,NA,NA,0,"3","Decision","3-19-2","3-19-21",0
"471",19,3,17,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-19-3","3-19-17",0
"472",19,4,22,1,1,1,NA,0,0,0,NA,NA,1,"3","Decision","3-19-4","3-19-22",0
"473",19,5,19,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-19-5","3-19-19",0
"474",19,6,18,1,0,0,NA,1,0,0,NA,NA,0,"3","Decision","3-19-6","3-19-18",0
"475",19,7,14,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-19-7","3-19-14",0
"476",19,8,15,1,1,0,NA,1,0,0,NA,NA,0,"3","Decision","3-19-8","3-19-15",0
"477",19,9,20,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-19-9","3-19-20",0
"478",19,10,24,1,1,1,NA,1,0,0,NA,NA,1,"3","Decision","3-19-10","3-19-24",0
"479",19,11,16,1,1,1,NA,0,0,0,NA,NA,0,"3","Decision","3-19-11","3-19-16",0
"480",19,12,26,1,0,0,NA,0,0,0,NA,NA,1,"3","Decision","3-19-12","3-19-26",0
"481",19,13,25,1,0,0,NA,1,0,0,NA,NA,1,"3","Decision","3-19-13","3-19-25",0
"482",19,14,7,0,NA,NA,1,NA,0.8,0.2,1,1,0,"3","Decision","3-19-14","3-19-7",0
"483",19,15,8,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-19-15","3-19-8",0
"484",19,16,11,0,NA,NA,1,NA,0.4,0.4,3,0,0,"3","Decision","3-19-16","3-19-11",0
"485",19,17,3,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-19-17","3-19-3",0
"486",19,18,6,0,NA,NA,1,NA,0.8,0.2,2,0,0,"3","Decision","3-19-18","3-19-6",0
"487",19,19,5,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-19-19","3-19-5",0
"488",19,20,9,0,NA,NA,1,NA,0.4,0.4,3,1,0,"3","Decision","3-19-20","3-19-9",0
"489",19,21,2,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-19-21","3-19-2",0
"490",19,22,4,0,NA,NA,1,NA,0.4,0.4,3,1,0,"3","Decision","3-19-22","3-19-4",0
"491",19,23,1,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-19-23","3-19-1",0
"492",19,24,10,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-19-24","3-19-10",0
"493",19,25,13,0,NA,NA,0,NA,0.2,0.3,3,1,0,"3","Decision","3-19-25","3-19-13",0
"494",19,26,12,0,NA,NA,1,NA,0.4,0.4,3,1,0,"3","Decision","3-19-26","3-19-12",0
"495",20,1,21,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-20-1","3-20-21",0
"496",20,2,16,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-20-2","3-20-16",0
"497",20,3,17,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-20-3","3-20-17",0
"498",20,4,14,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-20-4","3-20-14",0
"499",20,5,26,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-20-5","3-20-26",0
"500",20,6,25,0,NA,NA,1,NA,0.4,0.4,1,0,0,"3","Decision","3-20-6","3-20-25",0
"501",20,7,19,0,NA,NA,0,NA,0.1,0.2,3,1,0,"3","Decision","3-20-7","3-20-19",0
"502",20,8,24,0,NA,NA,1,NA,0.4,0.4,2,0,0,"3","Decision","3-20-8","3-20-24",0
"503",20,9,18,0,NA,NA,1,NA,0.8,0.2,1,0,0,"3","Decision","3-20-9","3-20-18",0
"504",20,10,23,0,NA,NA,1,NA,0.4,0.4,1,1,0,"3","Decision","3-20-10","3-20-23",0
