"","Period","Subject","MyPartner","Agent","Theta","Applet","Inv","Disclose","ProbType","ProbBarrel","Outcome","Retain","myRetention","Session","tmt","SPSubj","SPPart","Treatment"
"824",14,18,7,1,1,1,NA,0,0,0,NA,NA,1,"7","Decision","7-14-18","7-14-7",0
"825",14,19,11,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-14-19","7-14-11",0
"826",14,20,5,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-14-20","7-14-5",0
"827",14,21,4,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-14-21","7-14-4",0
"828",14,22,8,1,1,0,NA,0,0,0,NA,NA,0,"7","Decision","7-14-22","7-14-8",0
"829",15,1,15,1,1,1,NA,0,0,0,NA,NA,1,"7","Decision","7-15-1","7-15-15",0
"830",15,2,22,1,0,0,NA,1,0,0,NA,NA,1,"7","Decision","7-15-2","7-15-22",0
"831",15,3,13,1,0,0,NA,0,0,0,NA,NA,1,"7","Decision","7-15-3","7-15-13",0
"832",15,4,16,1,1,1,NA,1,0,0,NA,NA,1,"7","Decision","7-15-4","7-15-16",0
"833",15,5,19,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-15-5","7-15-19",0
"834",15,6,12,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-15-6","7-15-12",0
"835",15,7,21,1,0,0,NA,1,0,0,NA,NA,1,"7","Decision","7-15-7","7-15-21",0
"836",15,8,20,1,1,1,NA,1,0,0,NA,NA,1,"7","Decision","7-15-8","7-15-20",0
"837",15,9,14,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-15-9","7-15-14",0
"838",15,10,17,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-15-10","7-15-17",0
"839",15,11,18,1,1,1,NA,1,0,0,NA,NA,1,"7","Decision","7-15-11","7-15-18",0
"840",15,12,6,0,NA,NA,1,NA,0.4,0.4,1,0,0,"7","Decision","7-15-12","7-15-6",0
"841",15,13,3,0,NA,NA,0,NA,0.1,0.2,3,1,0,"7","Decision","7-15-13","7-15-3",0
"842",15,14,9,0,NA,NA,1,NA,0.8,0.2,1,0,0,"7","Decision","7-15-14","7-15-9",0
"843",15,15,1,0,NA,NA,1,NA,0.4,0.4,1,1,0,"7","Decision","7-15-15","7-15-1",0
"844",15,16,4,0,NA,NA,1,NA,0.8,0.2,1,1,0,"7","Decision","7-15-16","7-15-4",0
"845",15,17,10,0,NA,NA,1,NA,0.4,0.4,3,0,0,"7","Decision","7-15-17","7-15-10",0
"846",15,18,11,0,NA,NA,1,NA,0.8,0.2,2,1,0,"7","Decision","7-15-18","7-15-11",0
"847",15,19,5,0,NA,NA,1,NA,0.8,0.2,1,0,0,"7","Decision","7-15-19","7-15-5",0
"848",15,20,8,0,NA,NA,1,NA,0.8,0.2,1,1,0,"7","Decision","7-15-20","7-15-8",0
"849",15,21,7,0,NA,NA,1,NA,0.8,0.2,1,1,0,"7","Decision","7-15-21","7-15-7",0
"850",15,22,2,0,NA,NA,0,NA,0.2,0.3,3,1,0,"7","Decision","7-15-22","7-15-2",0
"851",16,1,14,0,NA,NA,1,NA,0.4,0.4,1,1,0,"7","Decision","7-16-1","7-16-14",0
"852",16,2,13,0,NA,NA,0,NA,0.1,0.2,3,1,0,"7","Decision","7-16-2","7-16-13",0
"853",16,3,18,0,NA,NA,0,NA,0.2,0.3,2,1,0,"7","Decision","7-16-3","7-16-18",0
"854",16,4,19,0,NA,NA,1,NA,0.8,0.2,1,1,0,"7","Decision","7-16-4","7-16-19",0
"855",16,5,12,0,NA,NA,1,NA,0.4,0.4,3,0,0,"7","Decision","7-16-5","7-16-12",0
"856",16,6,15,0,NA,NA,1,NA,0.8,0.2,1,0,0,"7","Decision","7-16-6","7-16-15",0
"857",16,7,17,0,NA,NA,0,NA,0.1,0.2,1,1,0,"7","Decision","7-16-7","7-16-17",0
"858",16,8,16,0,NA,NA,1,NA,0.4,0.4,3,0,0,"7","Decision","7-16-8","7-16-16",0
"859",16,9,22,0,NA,NA,1,NA,0.4,0.4,1,0,0,"7","Decision","7-16-9","7-16-22",0
"860",16,10,20,0,NA,NA,1,NA,0.4,0.4,3,1,0,"7","Decision","7-16-10","7-16-20",0
"861",16,11,21,0,NA,NA,1,NA,0.8,0.2,1,0,0,"7","Decision","7-16-11","7-16-21",0
"862",16,12,5,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-16-12","7-16-5",0
"863",16,13,2,1,0,0,NA,0,0,0,NA,NA,1,"7","Decision","7-16-13","7-16-2",0
"864",16,14,1,1,1,1,NA,0,0,0,NA,NA,1,"7","Decision","7-16-14","7-16-1",0
"865",16,15,6,1,1,0,NA,1,0,0,NA,NA,0,"7","Decision","7-16-15","7-16-6",0
"866",16,16,8,1,1,1,NA,0,0,0,NA,NA,0,"7","Decision","7-16-16","7-16-8",0
"867",16,17,7,1,1,0,NA,0,0,0,NA,NA,1,"7","Decision","7-16-17","7-16-7",0
"868",16,18,3,1,1,1,NA,1,0,0,NA,NA,1,"7","Decision","7-16-18","7-16-3",0
"869",16,19,4,1,1,1,NA,1,0,0,NA,NA,1,"7","Decision","7-16-19","7-16-4",0
"870",16,20,10,1,0,0,NA,0,0,0,NA,NA,1,"7","Decision","7-16-20","7-16-10",0
"871",16,21,11,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-16-21","7-16-11",0
"872",16,22,9,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-16-22","7-16-9",0
"873",17,1,16,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-17-1","7-17-16",0
"874",17,2,12,1,1,1,NA,0,0,0,NA,NA,1,"7","Decision","7-17-2","7-17-12",0
"875",17,3,21,1,1,1,NA,1,0,0,NA,NA,1,"7","Decision","7-17-3","7-17-21",0
"876",17,4,13,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-17-4","7-17-13",0
"877",17,5,22,1,0,0,NA,0,0,0,NA,NA,1,"7","Decision","7-17-5","7-17-22",0
"878",17,6,14,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-17-6","7-17-14",0
"879",17,7,20,1,1,0,NA,1,0,0,NA,NA,0,"7","Decision","7-17-7","7-17-20",0
"880",17,8,19,1,1,1,NA,0,0,0,NA,NA,1,"7","Decision","7-17-8","7-17-19",0
"881",17,9,18,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-17-9","7-17-18",0
"882",17,10,15,1,1,1,NA,0,0,0,NA,NA,1,"7","Decision","7-17-10","7-17-15",0
"883",17,11,17,1,1,1,NA,0,0,0,NA,NA,1,"7","Decision","7-17-11","7-17-17",0
"884",17,12,2,0,NA,NA,1,NA,0.4,0.4,2,1,0,"7","Decision","7-17-12","7-17-2",0
"885",17,13,4,0,NA,NA,1,NA,0.4,0.4,2,0,0,"7","Decision","7-17-13","7-17-4",0
"886",17,14,6,0,NA,NA,1,NA,0.4,0.4,1,0,0,"7","Decision","7-17-14","7-17-6",0
"887",17,15,10,0,NA,NA,1,NA,0.4,0.4,1,1,0,"7","Decision","7-17-15","7-17-10",0
"888",17,16,1,0,NA,NA,1,NA,0.8,0.2,2,0,0,"7","Decision","7-17-16","7-17-1",0
"889",17,17,11,0,NA,NA,1,NA,0.4,0.4,1,1,0,"7","Decision","7-17-17","7-17-11",0
"890",17,18,9,0,NA,NA,1,NA,0.4,0.4,1,0,0,"7","Decision","7-17-18","7-17-9",0
"891",17,19,8,0,NA,NA,1,NA,0.4,0.4,3,1,0,"7","Decision","7-17-19","7-17-8",0
"892",17,20,7,0,NA,NA,1,NA,0.8,0.2,1,0,0,"7","Decision","7-17-20","7-17-7",0
"893",17,21,3,0,NA,NA,1,NA,0.8,0.2,1,1,0,"7","Decision","7-17-21","7-17-3",0
"894",17,22,5,0,NA,NA,1,NA,0.4,0.4,3,1,0,"7","Decision","7-17-22","7-17-5",0
"895",18,1,22,0,NA,NA,1,NA,0.8,0.2,1,0,0,"7","Decision","7-18-1","7-18-22",0
"896",18,2,13,0,NA,NA,0,NA,0.2,0.3,3,1,0,"7","Decision","7-18-2","7-18-13",0
"897",18,3,21,0,NA,NA,1,NA,0.4,0.4,3,1,0,"7","Decision","7-18-3","7-18-21",0
"898",18,4,12,0,NA,NA,1,NA,0.4,0.4,2,1,0,"7","Decision","7-18-4","7-18-12",0
"899",18,5,14,0,NA,NA,1,NA,0.8,0.2,1,0,0,"7","Decision","7-18-5","7-18-14",0
"900",18,6,15,0,NA,NA,1,NA,0.4,0.4,3,1,0,"7","Decision","7-18-6","7-18-15",0
"901",18,7,20,0,NA,NA,1,NA,0.4,0.4,3,1,0,"7","Decision","7-18-7","7-18-20",0
"902",18,8,18,0,NA,NA,1,NA,0.8,0.2,2,0,0,"7","Decision","7-18-8","7-18-18",0
"903",18,9,16,0,NA,NA,1,NA,0.4,0.4,2,1,0,"7","Decision","7-18-9","7-18-16",0
"904",18,10,19,0,NA,NA,0,NA,0.2,0.3,2,0,0,"7","Decision","7-18-10","7-18-19",0
"905",18,11,17,0,NA,NA,1,NA,0.4,0.4,2,0,0,"7","Decision","7-18-11","7-18-17",0
"906",18,12,4,1,1,1,NA,0,0,0,NA,NA,1,"7","Decision","7-18-12","7-18-4",0
"907",18,13,2,1,0,0,NA,1,0,0,NA,NA,1,"7","Decision","7-18-13","7-18-2",0
"908",18,14,5,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-18-14","7-18-5",0
"909",18,15,6,1,0,0,NA,0,0,0,NA,NA,1,"7","Decision","7-18-15","7-18-6",0
"910",18,16,9,1,1,0,NA,0,0,0,NA,NA,1,"7","Decision","7-18-16","7-18-9",0
"911",18,17,11,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-18-17","7-18-11",0
"912",18,18,8,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-18-18","7-18-8",0
"913",18,19,10,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-18-19","7-18-10",0
"914",18,20,7,1,0,0,NA,0,0,0,NA,NA,1,"7","Decision","7-18-20","7-18-7",0
"915",18,21,3,1,0,0,NA,0,0,0,NA,NA,1,"7","Decision","7-18-21","7-18-3",0
"916",18,22,1,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-18-22","7-18-1",0
"917",19,1,19,1,1,0,NA,0,0,0,NA,NA,0,"7","Decision","7-19-1","7-19-19",0
"918",19,2,17,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-19-2","7-19-17",0
"919",19,3,13,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-19-3","7-19-13",0
"920",19,4,22,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-19-4","7-19-22",0
"921",19,5,16,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-19-5","7-19-16",0
"922",19,6,15,1,0,1,NA,1,0,0,NA,NA,1,"7","Decision","7-19-6","7-19-15",0
"923",19,7,12,1,1,1,NA,0,0,0,NA,NA,1,"7","Decision","7-19-7","7-19-12",0
"924",19,8,14,1,1,1,NA,0,0,0,NA,NA,1,"7","Decision","7-19-8","7-19-14",0
"925",19,9,18,1,1,0,NA,1,0,0,NA,NA,0,"7","Decision","7-19-9","7-19-18",0
"926",19,10,20,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-19-10","7-19-20",0
"927",19,11,21,1,1,0,NA,1,0,0,NA,NA,1,"7","Decision","7-19-11","7-19-21",0
"928",19,12,7,0,NA,NA,1,NA,0.4,0.4,2,1,0,"7","Decision","7-19-12","7-19-7",0
"929",19,13,3,0,NA,NA,1,NA,0.8,0.2,1,0,0,"7","Decision","7-19-13","7-19-3",0
"930",19,14,8,0,NA,NA,1,NA,0.4,0.4,2,1,0,"7","Decision","7-19-14","7-19-8",0
"931",19,15,6,0,NA,NA,0,NA,0.2,0.3,3,1,0,"7","Decision","7-19-15","7-19-6",0
"932",19,16,5,0,NA,NA,1,NA,0.4,0.4,2,0,0,"7","Decision","7-19-16","7-19-5",0
"933",19,17,2,0,NA,NA,1,NA,0.4,0.4,1,0,0,"7","Decision","7-19-17","7-19-2",0
"934",19,18,9,0,NA,NA,1,NA,0.8,0.2,1,0,0,"7","Decision","7-19-18","7-19-9",0
"935",19,19,1,0,NA,NA,1,NA,0.4,0.4,1,0,0,"7","Decision","7-19-19","7-19-1",0
"936",19,20,10,0,NA,NA,1,NA,0.8,0.2,1,0,0,"7","Decision","7-19-20","7-19-10",0
"937",19,21,11,0,NA,NA,1,NA,0.8,0.2,1,1,0,"7","Decision","7-19-21","7-19-11",0
"938",19,22,4,0,NA,NA,1,NA,0.4,0.4,2,0,0,"7","Decision","7-19-22","7-19-4",0
"939",20,1,22,0,NA,NA,1,NA,0.4,0.4,3,1,0,"7","Decision","7-20-1","7-20-22",0
"940",20,2,21,0,NA,NA,1,NA,0.8,0.2,1,0,0,"7","Decision","7-20-2","7-20-21",0
"941",20,3,20,0,NA,NA,1,NA,0.4,0.4,1,0,0,"7","Decision","7-20-3","7-20-20",0
"942",20,4,15,0,NA,NA,1,NA,0.8,0.2,2,1,0,"7","Decision","7-20-4","7-20-15",0
"943",20,5,18,0,NA,NA,1,NA,0.8,0.2,1,0,0,"7","Decision","7-20-5","7-20-18",0
"944",20,6,17,0,NA,NA,1,NA,0.8,0.2,1,1,0,"7","Decision","7-20-6","7-20-17",0
"945",20,7,19,0,NA,NA,0,NA,0.2,0.3,2,1,0,"7","Decision","7-20-7","7-20-19",0
"946",20,8,12,0,NA,NA,1,NA,0.4,0.4,1,0,0,"7","Decision","7-20-8","7-20-12",0
"947",20,9,14,0,NA,NA,1,NA,0.4,0.4,2,1,0,"7","Decision","7-20-9","7-20-14",0
"948",20,10,16,0,NA,NA,0,NA,0.2,0.3,1,0,0,"7","Decision","7-20-10","7-20-16",0
"949",20,11,13,0,NA,NA,0,NA,0.1,0.2,2,1,0,"7","Decision","7-20-11","7-20-13",0
"950",20,12,8,1,1,0,NA,0,0,0,NA,NA,0,"7","Decision","7-20-12","7-20-8",0
"951",20,13,11,1,1,1,NA,0,0,0,NA,NA,1,"7","Decision","7-20-13","7-20-11",0
"952",20,14,9,1,1,1,NA,0,0,0,NA,NA,1,"7","Decision","7-20-14","7-20-9",0
"953",20,15,4,1,1,0,NA,1,0,0,NA,NA,1,"7","Decision","7-20-15","7-20-4",0
"954",20,16,10,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-20-16","7-20-10",0
"955",20,17,6,1,1,1,NA,1,0,0,NA,NA,1,"7","Decision","7-20-17","7-20-6",0
"956",20,18,5,1,1,0,NA,1,0,0,NA,NA,0,"7","Decision","7-20-18","7-20-5",0
"957",20,19,7,1,1,1,NA,1,0,0,NA,NA,1,"7","Decision","7-20-19","7-20-7",0
"958",20,20,3,1,0,0,NA,0,0,0,NA,NA,0,"7","Decision","7-20-20","7-20-3",0
"959",20,21,2,1,0,0,NA,1,0,0,NA,NA,0,"7","Decision","7-20-21","7-20-2",0
"960",20,22,1,1,1,0,NA,0,0,0,NA,NA,1,"7","Decision","7-20-22","7-20-1",0
"961",1,1,17,1,1,0,NA,1,0,0,NA,NA,1,"8","Decision","8-1-1","8-1-17",0
"962",1,2,11,1,1,1,NA,1,0,0,NA,NA,1,"8","Decision","8-1-2","8-1-11",0
"963",1,3,10,1,1,0,NA,0,0,0,NA,NA,1,"8","Decision","8-1-3","8-1-10",0
"964",1,4,12,1,1,0,NA,0,0,0,NA,NA,1,"8","Decision","8-1-4","8-1-12",0
"965",1,5,16,1,1,1,NA,0,0,0,NA,NA,1,"8","Decision","8-1-5","8-1-16",0
"966",1,6,13,1,1,0,NA,1,0,0,NA,NA,0,"8","Decision","8-1-6","8-1-13",0
"967",1,7,15,1,0,0,NA,1,0,0,NA,NA,0,"8","Decision","8-1-7","8-1-15",0
"968",1,8,18,1,0,1,NA,0,0,0,NA,NA,1,"8","Decision","8-1-8","8-1-18",0
"969",1,9,14,1,1,1,NA,1,0,0,NA,NA,1,"8","Decision","8-1-9","8-1-14",0
"970",1,10,3,0,NA,NA,0,NA,0.1,0.2,3,1,0,"8","Decision","8-1-10","8-1-3",0
"971",1,11,2,0,NA,NA,1,NA,0.8,0.2,1,1,0,"8","Decision","8-1-11","8-1-2",0
"972",1,12,4,0,NA,NA,0,NA,0.1,0.2,2,1,0,"8","Decision","8-1-12","8-1-4",0
"973",1,13,6,0,NA,NA,1,NA,0.8,0.2,1,0,0,"8","Decision","8-1-13","8-1-6",0
"974",1,14,9,0,NA,NA,1,NA,0.8,0.2,1,1,0,"8","Decision","8-1-14","8-1-9",0
"975",1,15,7,0,NA,NA,1,NA,0.8,0.2,1,0,0,"8","Decision","8-1-15","8-1-7",0
"976",1,16,5,0,NA,NA,1,NA,0.4,0.4,1,1,0,"8","Decision","8-1-16","8-1-5",0
"977",1,17,1,0,NA,NA,1,NA,0.8,0.2,2,1,0,"8","Decision","8-1-17","8-1-1",0
"978",1,18,8,0,NA,NA,1,NA,0.4,0.4,1,1,0,"8","Decision","8-1-18","8-1-8",0
"979",2,1,17,0,NA,NA,1,NA,0.8,0.2,1,0,0,"8","Decision","8-2-1","8-2-17",0
"980",2,2,16,0,NA,NA,1,NA,0.8,0.2,1,0,0,"8","Decision","8-2-2","8-2-16",0
"981",2,3,15,0,NA,NA,1,NA,0.8,0.2,1,1,0,"8","Decision","8-2-3","8-2-15",0
"982",2,4,11,0,NA,NA,1,NA,0.4,0.4,1,0,0,"8","Decision","8-2-4","8-2-11",0
"983",2,5,10,0,NA,NA,1,NA,0.4,0.4,3,1,0,"8","Decision","8-2-5","8-2-10",0
"984",2,6,14,0,NA,NA,0,NA,0.1,0.2,2,0,0,"8","Decision","8-2-6","8-2-14",0
"985",2,7,12,0,NA,NA,0,NA,0.1,0.2,3,1,0,"8","Decision","8-2-7","8-2-12",0
"986",2,8,13,0,NA,NA,0,NA,0.2,0.3,2,1,0,"8","Decision","8-2-8","8-2-13",0
"987",2,9,18,0,NA,NA,1,NA,0.4,0.4,1,0,0,"8","Decision","8-2-9","8-2-18",0
"988",2,10,5,1,1,0,NA,0,0,0,NA,NA,1,"8","Decision","8-2-10","8-2-5",0
"989",2,11,4,1,0,0,NA,0,0,0,NA,NA,0,"8","Decision","8-2-11","8-2-4",0
"990",2,12,7,1,1,0,NA,0,0,0,NA,NA,1,"8","Decision","8-2-12","8-2-7",0
"991",2,13,8,1,1,1,NA,1,0,0,NA,NA,1,"8","Decision","8-2-13","8-2-8",0
"992",2,14,6,1,0,0,NA,0,0,0,NA,NA,0,"8","Decision","8-2-14","8-2-6",0
"993",2,15,3,1,1,0,NA,1,0,0,NA,NA,1,"8","Decision","8-2-15","8-2-3",0
"994",2,16,2,1,1,0,NA,1,0,0,NA,NA,0,"8","Decision","8-2-16","8-2-2",0
"995",2,17,1,1,1,0,NA,1,0,0,NA,NA,0,"8","Decision","8-2-17","8-2-1",0
"996",2,18,9,1,0,0,NA,0,0,0,NA,NA,0,"8","Decision","8-2-18","8-2-9",0
"997",3,1,11,1,0,1,NA,1,0,0,NA,NA,1,"8","Decision","8-3-1","8-3-11",0
"998",3,2,17,1,0,0,NA,0,0,0,NA,NA,1,"8","Decision","8-3-2","8-3-17",0
"999",3,3,16,1,1,1,NA,0,0,0,NA,NA,1,"8","Decision","8-3-3","8-3-16",0
"1000",3,4,15,1,0,0,NA,0,0,0,NA,NA,0,"8","Decision","8-3-4","8-3-15",0
"1001",3,5,10,1,0,1,NA,0,0,0,NA,NA,0,"8","Decision","8-3-5","8-3-10",0
"1002",3,6,18,1,0,0,NA,1,0,0,NA,NA,0,"8","Decision","8-3-6","8-3-18",0
"1003",3,7,13,1,1,0,NA,0,0,0,NA,NA,1,"8","Decision","8-3-7","8-3-13",0
"1004",3,8,12,1,1,0,NA,1,0,0,NA,NA,0,"8","Decision","8-3-8","8-3-12",0
"1005",3,9,14,1,0,0,NA,1,0,0,NA,NA,0,"8","Decision","8-3-9","8-3-14",0
"1006",3,10,5,0,NA,NA,0,NA,0.1,0.2,3,0,0,"8","Decision","8-3-10","8-3-5",0
"1007",3,11,1,0,NA,NA,1,NA,0.8,0.2,1,1,0,"8","Decision","8-3-11","8-3-1",0
"1008",3,12,8,0,NA,NA,1,NA,0.8,0.2,1,0,0,"8","Decision","8-3-12","8-3-8",0
"1009",3,13,7,0,NA,NA,1,NA,0.4,0.4,2,1,0,"8","Decision","8-3-13","8-3-7",0
"1010",3,14,9,0,NA,NA,1,NA,0.8,0.2,1,0,0,"8","Decision","8-3-14","8-3-9",0
"1011",3,15,4,0,NA,NA,1,NA,0.4,0.4,1,0,0,"8","Decision","8-3-15","8-3-4",0
"1012",3,16,3,0,NA,NA,1,NA,0.4,0.4,1,1,0,"8","Decision","8-3-16","8-3-3",0
"1013",3,17,2,0,NA,NA,1,NA,0.4,0.4,3,1,0,"8","Decision","8-3-17","8-3-2",0
"1014",3,18,6,0,NA,NA,1,NA,0.8,0.2,1,0,0,"8","Decision","8-3-18","8-3-6",0
"1015",4,1,15,0,NA,NA,1,NA,0.4,0.4,3,0,0,"8","Decision","8-4-1","8-4-15",0
"1016",4,2,10,0,NA,NA,1,NA,0.4,0.4,2,0,0,"8","Decision","8-4-2","8-4-10",0
"1017",4,3,12,0,NA,NA,1,NA,0.8,0.2,1,0,0,"8","Decision","8-4-3","8-4-12",0
"1018",4,4,17,0,NA,NA,1,NA,0.4,0.4,1,0,0,"8","Decision","8-4-4","8-4-17",0
"1019",4,5,14,0,NA,NA,0,NA,0.1,0.2,3,1,0,"8","Decision","8-4-5","8-4-14",0
"1020",4,6,11,0,NA,NA,0,NA,0.1,0.2,3,1,0,"8","Decision","8-4-6","8-4-11",0
"1021",4,7,16,0,NA,NA,0,NA,0.2,0.3,3,1,0,"8","Decision","8-4-7","8-4-16",0
"1022",4,8,18,0,NA,NA,0,NA,0.1,0.2,2,1,0,"8","Decision","8-4-8","8-4-18",0
"1023",4,9,13,0,NA,NA,0,NA,0.1,0.2,3,1,0,"8","Decision","8-4-9","8-4-13",0
"1024",4,10,2,1,0,0,NA,0,0,0,NA,NA,0,"8","Decision","8-4-10","8-4-2",0
"1025",4,11,6,1,1,1,NA,0,0,0,NA,NA,1,"8","Decision","8-4-11","8-4-6",0
"1026",4,12,3,1,0,0,NA,1,0,0,NA,NA,0,"8","Decision","8-4-12","8-4-3",0
"1027",4,13,9,1,1,1,NA,0,0,0,NA,NA,1,"8","Decision","8-4-13","8-4-9",0
"1028",4,14,5,1,0,0,NA,0,0,0,NA,NA,1,"8","Decision","8-4-14","8-4-5",0
"1029",4,15,1,1,0,0,NA,0,0,0,NA,NA,0,"8","Decision","8-4-15","8-4-1",0
"1030",4,16,7,1,0,0,NA,1,0,0,NA,NA,1,"8","Decision","8-4-16","8-4-7",0
"1031",4,17,4,1,0,0,NA,0,0,0,NA,NA,0,"8","Decision","8-4-17","8-4-4",0
"1032",4,18,8,1,1,0,NA,0,0,0,NA,NA,1,"8","Decision","8-4-18","8-4-8",0
"1033",5,1,16,1,0,0,NA,1,0,0,NA,NA,0,"8","Decision","8-5-1","8-5-16",0
"1034",5,2,10,1,0,0,NA,0,0,0,NA,NA,0,"8","Decision","8-5-2","8-5-10",0
"1035",5,3,17,1,0,0,NA,0,0,0,NA,NA,0,"8","Decision","8-5-3","8-5-17",0
"1036",5,4,14,1,1,0,NA,0,0,0,NA,NA,0,"8","Decision","8-5-4","8-5-14",0
"1037",5,5,11,1,1,1,NA,0,0,0,NA,NA,0,"8","Decision","8-5-5","8-5-11",0
"1038",5,6,15,1,1,1,NA,0,0,0,NA,NA,1,"8","Decision","8-5-6","8-5-15",0
"1039",5,7,18,1,0,0,NA,1,0,0,NA,NA,0,"8","Decision","8-5-7","8-5-18",0
"1040",5,8,12,1,0,1,NA,1,0,0,NA,NA,1,"8","Decision","8-5-8","8-5-12",0
"1041",5,9,13,1,0,0,NA,0,0,0,NA,NA,0,"8","Decision","8-5-9","8-5-13",0
"1042",5,10,2,0,NA,NA,1,NA,0.4,0.4,1,0,0,"8","Decision","8-5-10","8-5-2",0
"1043",5,11,5,0,NA,NA,1,NA,0.4,0.4,3,0,0,"8","Decision","8-5-11","8-5-5",0
"1044",5,12,8,0,NA,NA,0,NA,0.2,0.3,3,1,0,"8","Decision","8-5-12","8-5-8",0
"1045",5,13,9,0,NA,NA,1,NA,0.4,0.4,2,0,0,"8","Decision","8-5-13","8-5-9",0
"1046",5,14,4,0,NA,NA,1,NA,0.4,0.4,1,0,0,"8","Decision","8-5-14","8-5-4",0
"1047",5,15,6,0,NA,NA,0,NA,0.1,0.2,3,1,0,"8","Decision","8-5-15","8-5-6",0
"1048",5,16,1,0,NA,NA,1,NA,0.8,0.2,1,0,0,"8","Decision","8-5-16","8-5-1",0
"1049",5,17,3,0,NA,NA,1,NA,0.4,0.4,1,0,0,"8","Decision","8-5-17","8-5-3",0
"1050",5,18,7,0,NA,NA,1,NA,0.8,0.2,2,0,0,"8","Decision","8-5-18","8-5-7",0
"1051",6,1,14,0,NA,NA,1,NA,0.4,0.4,3,1,0,"8","Decision","8-6-1","8-6-14",0
"1052",6,2,10,0,NA,NA,1,NA,0.8,0.2,1,0,0,"8","Decision","8-6-2","8-6-10",0
"1053",6,3,18,0,NA,NA,1,NA,0.8,0.2,1,1,0,"8","Decision","8-6-3","8-6-18",0
"1054",6,4,15,0,NA,NA,1,NA,0.8,0.2,1,0,0,"8","Decision","8-6-4","8-6-15",0
"1055",6,5,11,0,NA,NA,0,NA,0.2,0.3,2,0,0,"8","Decision","8-6-5","8-6-11",0
"1056",6,6,16,0,NA,NA,1,NA,0.4,0.4,2,1,0,"8","Decision","8-6-6","8-6-16",0
"1057",6,7,17,0,NA,NA,1,NA,0.4,0.4,3,1,0,"8","Decision","8-6-7","8-6-17",0
"1058",6,8,12,0,NA,NA,1,NA,0.8,0.2,2,1,0,"8","Decision","8-6-8","8-6-12",0
"1059",6,9,13,0,NA,NA,0,NA,0.1,0.2,2,1,0,"8","Decision","8-6-9","8-6-13",0
"1060",6,10,2,1,1,0,NA,1,0,0,NA,NA,0,"8","Decision","8-6-10","8-6-2",0
"1061",6,11,5,1,0,0,NA,1,0,0,NA,NA,0,"8","Decision","8-6-11","8-6-5",0
"1062",6,12,8,1,1,0,NA,1,0,0,NA,NA,1,"8","Decision","8-6-12","8-6-8",0
"1063",6,13,9,1,1,1,NA,0,0,0,NA,NA,1,"8","Decision","8-6-13","8-6-9",0
"1064",6,14,1,1,1,1,NA,0,0,0,NA,NA,1,"8","Decision","8-6-14","8-6-1",0
"1065",6,15,4,1,1,0,NA,1,0,0,NA,NA,0,"8","Decision","8-6-15","8-6-4",0
"1066",6,16,6,1,1,1,NA,0,0,0,NA,NA,1,"8","Decision","8-6-16","8-6-6",0
"1067",6,17,7,1,1,0,NA,0,0,0,NA,NA,1,"8","Decision","8-6-17","8-6-7",0
"1068",6,18,3,1,1,0,NA,1,0,0,NA,NA,1,"8","Decision","8-6-18","8-6-3",0
"1069",7,1,16,1,1,0,NA,0,0,0,NA,NA,1,"8","Decision","8-7-1","8-7-16",0
"1070",7,2,12,1,0,0,NA,1,0,0,NA,NA,0,"8","Decision","8-7-2","8-7-12",0
"1071",7,3,10,1,1,1,NA,0,0,0,NA,NA,1,"8","Decision","8-7-3","8-7-10",0
"1072",7,4,13,1,0,0,NA,0,0,0,NA,NA,1,"8","Decision","8-7-4","8-7-13",0
"1073",7,5,11,1,0,1,NA,1,0,0,NA,NA,1,"8","Decision","8-7-5","8-7-11",0
"1074",7,6,14,1,1,0,NA,1,0,0,NA,NA,0,"8","Decision","8-7-6","8-7-14",0
"1075",7,7,18,1,0,0,NA,1,0,0,NA,NA,0,"8","Decision","8-7-7","8-7-18",0
