Persubj,Perpart,Period,Subject,MyPartner,Agent,Theta,Applet,Inv,InvOther,Disclose,DiscOther,TypeOther,ThetaOther,ProbType,ProbBarrel,Outcome,Retain,myRetention
P14-s17,P14-s5,14,17,5,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P14-s18,P14-s8,14,18,8,1,0,0,0,1,1,0,-1,-1,0,0,0,0,1
P14-s19,P14-s2,14,19,2,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P14-s20,P14-s1,14,20,1,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P15-s1,P15-s17,15,1,17,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P15-s2,P15-s15,15,2,15,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P15-s3,P15-s16,15,3,16,1,1,0,0,2,1,0,-1,-1,0,0,0,0,0
P15-s4,P15-s20,15,4,20,1,0,0,0,1,2,0,-1,-1,0,0,0,0,0
P15-s5,P15-s13,15,5,13,1,0,0,0,2,1,0,-1,-1,0,0,0,0,0
P15-s6,P15-s19,15,6,19,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P15-s7,P15-s14,15,7,14,1,0,0,0,2,2,0,-1,-1,0,0,0,0,0
P15-s8,P15-s11,15,8,11,1,1,1,0,2,2,0,-1,-1,0,0,0,0,1
P15-s9,P15-s18,15,9,18,1,1,1,0,2,2,0,-1,-1,0,0,0,0,0
P15-s10,P15-s12,15,10,12,1,0,1,0,2,2,0,-1,-1,0,0,0,0,1
P15-s11,P15-s8,15,11,8,0,-1,-1,2,0,0,2,1,1,0.8,0.2,1,1,0
P15-s12,P15-s10,15,12,10,0,-1,-1,2,0,0,2,1,0,0.8,0.2,1,1,0
P15-s13,P15-s5,15,13,5,0,-1,-1,2,0,0,1,0,0,0.4,0.4,3,0,0
P15-s14,P15-s7,15,14,7,0,-1,-1,2,0,0,2,0,0,0.8,0.2,1,0,0
P15-s15,P15-s2,15,15,2,0,-1,-1,2,0,0,1,0,1,0.4,0.4,1,0,0
P15-s16,P15-s3,15,16,3,0,-1,-1,2,0,0,1,0,1,0.4,0.4,1,0,0
P15-s17,P15-s1,15,17,1,0,-1,-1,2,0,0,1,0,0,0.4,0.4,1,0,0
P15-s18,P15-s9,15,18,9,0,-1,-1,2,0,0,2,1,1,0.8,0.2,3,0,0
P15-s19,P15-s6,15,19,6,0,-1,-1,2,0,0,2,1,1,0.8,0.2,1,1,0
P15-s20,P15-s4,15,20,4,0,-1,-1,1,0,0,2,0,0,0.2,0.3,3,0,0
